Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1703,,Office Environment - Domain Controller Backup: : Acquisition,This project will deploy an enterprise disk to disk backup solution across the WAN for field offices that will still retain local servers.,01/08/2012,31/01/2013,,,0.547257,0,0,0,0,0.547257,0.547257,30/01/2012,11:12:22,OCE-OF-09
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1704,,Office Environment - eFax: Planning,This project is to implement an Electronic Fax service within USDA.,15/06/2012,14/12/2012,,,0.146007,0,0,0,0,0.146007,0.146007,30/01/2012,11:12:21,OCE-OF-11
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1705,,Office Environment - eFax: Acquisition,This project is to implement an Electronic Fax service within USDA.,01/08/2012,31/01/2013,,,0.146007,0,0,0,0,0.146007,0.146007,30/01/2012,11:12:22,OCE-OF-12
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1706,,Office Environment - Managed Print Services: Planning,Provide printing support services through a company that specializes in that function.,15/06/2012,14/12/2012,,,0.743556,0,0,0,0,0.743556,0.743556,30/01/2012,11:12:22,OCE-OF-13
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1707,,Office Environment - Alternative Network Connectivity: Planning,This project will examine the feasibility of using alternatives to traditional Frame-Relay leased lines to provide Wide Area Network service to USDA field offices at a reduced cost.,15/06/2012,14/12/2012,,,0.005408,0,0,0,0,0.005408,0.005408,30/01/2012,11:12:22,OCE-OF-15
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1708,,Office Environment - Alternative Network Connectivity: Acquisition,This project will examine the feasibility of using alternatives to traditional Frame-Relay leased lines to provide Wide Area Network service to USDA field offices at a reduced cost.,01/08/2012,31/01/2013,,,0.048669,0,0,0,0,0.048669,0.048669,30/01/2012,11:12:22,OCE-OF-16
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1709,,Office Environment - Network Device Refresh: Planning,This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.,15/06/2012,14/12/2012,,,2.858292,0,0,0,0,2.858292,2.858292,30/01/2012,11:12:22,OCE-OF-17
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1710,,Office Environment - Network Device Refresh: Acquisition - Phase 1,This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.,15/06/2012,31/12/2012,,,12.659379,0,0,0,0,12.659379,12.659379,30/01/2012,11:12:22,OCE-OF-18
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1711,,Office Environment - Optimized Telephony: Planning,Deploy an optimized telephony solution suitable for use throughout the SCA Environment.,15/06/2012,14/12/2012,,,0.636808,0,0,0,0,0.636808,0.636808,30/01/2012,11:12:22,OCE-OF-22
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1712,,Office Environment - Optimized Telephony: Acquisition - Phase 1,Deploy an optimized telephony solution suitable for use throughout the SCA Environment.,15/08/2012,31/01/2013,,,2.947186,0,0,0,0,2.947186,2.947186,30/01/2012,11:12:22,OCE-OF-23
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1713,,Office Environment - Domain Controller Refresh: Acquisition,A refresh is needed for the servers acting as domain controllers in the field offices.,01/08/2012,31/01/2013,,,2.595686,0,0,0,0,2.595686,2.595686,30/01/2012,11:12:22,OCE-OF-26
005-000000064,246,5,Department of Agriculture,RMA-01  Financial Management Systems (FMS),1657,,"Hosting Apportionment, maintenance and software fixes","Steady State including Escrow, Ineligible tracking, reconciliation, and RAS.",01/10/2011,30/09/2012,,,1947,0,0,-0.5,-0.03,1947,1947.5,01/08/2012,13:23:39,FMS-01
005-000000067,247,5,Department of Agriculture,RMA-02  Corporate Insurance Information Systems (CIIS),1665,,CIIS Hosting Maintenance and Operations,"O&amp;M. Includes AFS, DAS and CRS.",01/10/2010,30/09/2012,,,6119,0,0,0.00014,0,6119,6118.99986,01/08/2012,13:23:42,CIIS-04
005-000001430,248,5,Department of Agriculture,"RMA-04  Infrastructure Modernization, Support and Training (IMST)",2938,,FY12 Infrastructure Operations and Maintenance,Operations and Maintenance Costs.,01/10/2011,30/09/2012,,,3805,0,0,-155.74994,-4.27,3649.24997,3804.99991,01/08/2012,13:23:45,FY12-OM
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1714,,ITM Phase 3 Develop. New_11,Half-Year.,01/08/2011,30/09/2011,,,0.813,-336,-560,0,0,0.813,0.813,23/09/2011,15:57:23,FY11Ph3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1715,,2012 support service maint_12A,First-Half Year.,01/10/2011,30/03/2012,,,1.728,-154,-85.08,0,0,1.728,1.728,23/09/2011,15:57:23,FY12AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1716,,ITM Phase 3 Develop. New_12A,First Half-Year.,01/10/2011,30/03/2012,,,1.9,-154,-85.08,0,0,1.9,1.9,23/09/2011,15:57:23,FY12APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1717,,2012 support service maint_12B,Second Half-Year.,01/04/2012,30/09/2012,,,1.728,0,0,0,0,1.728,1.728,23/09/2011,15:57:23,FY12BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1718,,ITM Phase 3 Develop. New_12B,Second Half-Year.,01/04/2012,30/09/2012,,,1.9,0,0,0,0,1.9,1.9,23/09/2011,15:57:23,FY12BPh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1719,,2013 support service maint_13A,First Half-Year.,01/10/2012,30/03/2013,,,5.303,0,0,0,0,5.303,5.303,23/09/2011,15:57:23,FY13AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1720,,ITM Phase 3 Develop. New_13A,First Half-Year.,01/10/2012,30/03/2013,,,1.9,0,0,0,0,1.9,1.9,23/09/2011,15:57:23,FY13APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1721,,2013 support service maint_13B,Second Half-Year.,01/04/2013,30/09/2013,,,5.303,0,0,0,0,5.303,5.303,23/09/2011,15:57:23,FY13BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1722,,ITM Phase 3 Develop. New_13B,Second Half-Year.,01/04/2013,30/09/2013,,,1.9,0,0,0,0,1.9,1.9,23/09/2011,15:57:23,FY13BPh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1723,,2014 support service maint_14A,First Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY14AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1724,,ITM Phase 3 Develop. New_14A,First Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY14APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1725,,2014 support service maint_14B,Second Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY14BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1726,,ITM Phase 3 Develop. New_14B,Second Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY14BPh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1727,,2015 support service maint_15A,First Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY15AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1728,,ITM Phase 3 Develop. New15A,First Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY15APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1729,,2015 support service maint_15B,Second Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY15BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1730,,ITM Phase 3 Develop. New_15B,Second Half-Year.,,,,,,,,,,,,23/09/2011,15:57:23,FY15BPh3
005-000000028,250,5,Department of Agriculture,ROSS - Resource Ordering and Status System,1114,,ROSS Operations and Maintenance (O&M),Operations and Maintenance of the ROSS application.,01/10/2011,30/09/2015,,,8127.961,0,0,0.082498,1.01,8.127961,8.045463,31/05/2012,14:22:14,1
005-000000028,250,5,Department of Agriculture,ROSS - Resource Ordering and Status System,1115,,ROSS Development Modernization and Enhancement (DME),DME of the remaining Phase 2 scope of the ROSS application.,01/10/2011,31/01/2013,,,7544.025,0,0,0,0,7.52596,7.52596,30/06/2012,14:58:48,2
005-000000027,251,5,Department of Agriculture,Store Tracking and Redemption System (STARS),1116,,STARS Operations and Maintenance,STARS Operations and Maintenance Activities.,01/10/2011,30/09/2012,,,5.470009,0,0,0.000102,0,5.470008,5.469906,01/08/2012,13:36:04,FNS27OM12
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1747,,eAuth Modernization,Modernization of the eAuthentication Service to align with USDA's ICAM target vision and to integrate fully with the USDA-ICAM architecture and EEMS suite of services.,04/01/2011,27/04/2012,27/04/2012,17/07/2012,3,-81,-16.98,0.0004,0.01,2.8474,2.847,01/08/2012,13:36:07,EA-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1748,,EEMS IDM Readiness,Implementation of Identity Manager.,03/09/2010,30/10/2011,13/10/2011,13/10/2011,0.07,-323,-323,-0.0005,-0.86,0.058,0.0585,02/07/2012,06:27:17,EE-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1749,,ePACS: PIV-A,Implementation of solution that meets USDA requirements for short-term employees to have physical and logical access.,01/10/2011,31/07/2012,15/12/2011,15/12/2011,0.9,0,0,0,0,0.891,0.891,02/07/2012,06:27:17,EP-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1750,,ePACS: EEMS Integration,Integration of ePACS with EEMS to obtain cardholder identity information from GSA.,01/01/2012,31/03/2012,,,0.03,-185,-318.97,0,0,0.03,0.03,02/07/2012,06:27:17,EP-002
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1752,,ePACS: Visitor Management Solution,Research and implement a solution for managing access credentials for visitors to USDA secure facilities.,01/01/2012,30/09/2012,,,0.256,-62,-34.25,0,0,0.256,0.256,02/07/2012,06:27:17,EP-004
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1753,,Person Model Readiness,"Infrastructure and process modivication to accommodate the National Finance Center's new human resource application called the Person Model, a PeopleSoft product.",01/09/2010,01/12/2011,06/10/2011,21/10/2011,0.225,-15,-30.61,-0.002,-5.26,0.038,0.04,29/02/2012,10:04:16,H-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1754,,FY11-Q1 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/10/2010,31/12/2010,30/12/2010,29/12/2010,4.407,1,1.11,0.097,2.2,4.407,4.31,29/02/2012,10:04:16,OM-FY11-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1755,,FY11-Q2 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/01/2011,31/03/2011,30/03/2011,30/03/2011,4.407,0,0,0.099,2.25,4.407,4.308,29/02/2012,10:04:16,OM-FY11-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1756,,FY11-Q3 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/04/2011,30/06/2011,30/06/2011,30/06/2011,4.407,0,0,0.066,1.5,4.407,4.341,29/02/2012,10:04:16,OM-FY11-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1757,,FY11-Q4 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/07/2011,30/09/2011,30/09/2011,30/09/2011,4.407,0,0,0,0,4.407,4.407,29/02/2012,10:04:16,OM-FY11-04
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1758,,FY12-Q1 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/10/2011,31/12/2011,30/12/2011,30/12/2011,3.3034,0,0,0,0,3.3034,3.3034,29/02/2012,10:04:17,OM-FY12-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1759,,FY12-Q2 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/01/2012,31/03/2012,31/03/2012,31/03/2012,3.3034,0,0,0,0,3.3034,3.3034,31/05/2012,14:22:20,OM-FY12-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1760,,FY12-Q3 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/04/2012,30/06/2012,30/06/2012,30/06/2012,3.3034,0,0,0,0,3.3034,3.3034,01/08/2012,13:36:06,OM-FY12-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1761,,FY12-Q4 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/07/2012,30/09/2012,30/09/2012,30/09/2012,3.3034,0,0,0,0,3.3034,3.3034,01/08/2012,13:36:06,OM-FY12-04
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,2961,,PKI 2.0,Upgrade PKI environment to support NIST standards (e.g. issuing SHA-256 certificates) and adding system redundancy.,01/11/2011,30/03/2012,16/03/2012,16/03/2012,0.25,0,0,0,0,0.123,0.123,31/05/2012,14:22:20,PKI-2
005-000000018,253,5,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),659,,FY12 Operations,Operations and Maintenance support activities.,01/10/2011,30/09/2012,,,25.468195,0,0,25.468195,100,25.468195,0,31/05/2012,15:23:08,FY12-01
005-000000018,253,5,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),660,,FY12 Business Assessment,"Maximize SAP functionality, eliminate custom code.",01/11/2011,30/09/2012,,,2,0,0,2,100,2,0,31/05/2012,15:23:08,FY12-02
005-000001742,254,5,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1396,,FY12 Common Solutions,Support for Common Solutions.,22/09/2011,21/09/2012,,,1.22028,0,0,0.01599,1.31,1.22028,1.20429,01/08/2012,13:22:16,FY12 CITSO
